intake_date,animal_id,intake_type,intake_subtype,outcome_date,outcome_type,primary_breed,secondary_breed,years_old,months_old,OutcomeGroup,Breed,PitBullType,PitBullExpanded,AKC,AKC_Extended,KennelCardBreed,LOS,AgeGroup
2/25/13,A257902,STRAY,FIELD,3/1/13,ADOPTION,POODLE MIN, ,3,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,4,Adult (1-7yr)
4/1/13,A260529,STRAY,OTC,4/5/13,ADOPTION,POODLE MIN,MIX,2,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,4,Adult (1-7yr)
5/5/13,A263578,STRAY,OTC,5/9/13,ADOPTION,POODLE MIN,BICHON FRISE,3,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,4,Adult (1-7yr)
6/17/13,A267525,STRAY,OTC,6/21/13,RESCUE,POODLE MIN,MIX,6,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,4,Adult (1-7yr)
7/15/13,A270221,STRAY,FIELD,7/19/13,ADOPTION,POODLE MIN,MIX,2,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,4,Adult (1-7yr)
9/23/13,A275673,OWNER SURR,OTC,9/27/13,ADOPTION,POODLE MIN, ,0,5,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,4,Adolescent (5-12mo)
1/21/14,A283825,OWNER SURR,OTC,1/25/14,ADOPTION,POODLE MIN,MIX,8,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,4,Senior (8+yr)
4/8/13,A261177,OWNER SURR,OTC,4/11/13,RESCUE,POODLE MIN,YORKSHIRE TER,6,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,3,Adult (1-7yr)
4/23/13,A261583,RETURN,OTC,4/26/13,ADOPTION,POODLE MIN,MIX,1,6,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,3,Adult (1-7yr)
9/27/13,A276074,STRAY,OTC,9/30/13,RTO,POODLE MIN, ,10,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,3,Senior (8+yr)
12/2/13,A280743,STRAY,OTC,12/5/13,RTO,POODLE MIN, ,0,4,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,3,Puppy (0-4mo)
6/24/13,A268303,STRAY,FIELD,6/26/13,RTO,POODLE MIN, ,8,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,2,Senior (8+yr)
10/9/13,A277065,OWNER SURR,OTC,10/11/13,ADOPTION,POODLE MIN, ,0,8,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,2,Adolescent (5-12mo)
10/9/13,A277070,STRAY,FIELD,10/11/13,RTO,POODLE MIN, ,6,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,2,Adult (1-7yr)
11/23/13,A280332,STRAY,FIELD,11/25/13,RTO,POODLE MIN,MIX,2,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,2,Adult (1-7yr)
12/24/13,A282158,CONFISCATE,POLICE,12/26/13,RTO,POODLE MIN, ,7,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,2,Adult (1-7yr)
12/24/13,A282157,CONFISCATE,POLICE,12/26/13,RTO,POODLE MIN, ,7,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,2,Adult (1-7yr)
12/24/13,A282156,CONFISCATE,POLICE,12/26/13,RTO,POODLE MIN, ,7,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,2,Adult (1-7yr)
2/28/13,A258232,STRAY,FIELD,3/1/13,RTO,POODLE MIN, ,2,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,1,Adult (1-7yr)
2/28/13,A258233,STRAY,FIELD,3/1/13,RTO,POODLE MIN, ,5,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,1,Adult (1-7yr)
3/20/13,A259693,STRAY,OTC,3/21/13,RESCUE,POODLE MIN,SCHNAUZER MIN,5,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,1,Adult (1-7yr)
3/28/13,A260308,CONFISCATE,BITE,3/29/13,DISPOSAL,POODLE MIN, ,8,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,1,Senior (8+yr)
4/17/13,A261937,STRAY,OTC,4/18/13,RTO,POODLE MIN, ,9,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,1,Senior (8+yr)
4/23/13,A262499,STRAY,OTC,4/24/13,RTO,POODLE MIN, ,8,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,1,Senior (8+yr)
4/29/13,A263063,OWNER SURR,OTC,4/30/13,RTO,POODLE MIN, ,11,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,1,Senior (8+yr)
5/7/13,A263787,STRAY,FIELD,5/8/13,RTO,POODLE MIN, ,1,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,1,Adolescent (5-12mo)
5/30/13,A265957,EUTH REQ,OTC OWNED,5/31/13,EUTH,POODLE MIN,MIX,0,7,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,1,Adolescent (5-12mo)
7/2/13,A269091,STRAY,OTC,7/3/13,RTO,POODLE MIN,BICHON FRISE,12,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,1,Senior (8+yr)
10/23/13,A278136,STRAY,OTC,10/24/13,RTO,POODLE MIN, ,9,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,1,Senior (8+yr)
10/27/13,A278431,STRAY,FIELD,10/28/13,RTO,POODLE MIN, ,6,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,1,Adult (1-7yr)
12/12/13,A281444,STRAY,OTC,12/13/13,RTO,POODLE MIN, ,11,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,1,Senior (8+yr)
12/16/13,A281635,STRAY,OTC,12/17/13,RTO,POODLE MIN,MIX,7,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,1,Adult (1-7yr)
2/11/13,A256973,STRAY,FIELD,2/11/13,DISPOSAL,POODLE MIN, ,2,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Adult (1-7yr)
2/11/13,A256944,STRAY,OTC,2/11/13,RTO,POODLE MIN, ,11,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Senior (8+yr)
3/14/13,A259243,STRAY,FIELD,3/14/13,EUTH,POODLE MIN, ,2,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Adult (1-7yr)
3/26/13,A260062,OWNER SURR,OTC,3/26/13,FOSTER,POODLE MIN, ,0,2,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Puppy (0-4mo)
3/30/13,A260447,EUTH REQ,OTC OWNED,3/30/13,EUTH,POODLE MIN, ,12,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Senior (8+yr)
4/1/13,A260535,STRAY,FIELD,4/1/13,EUTH,POODLE MIN, ,5,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Adult (1-7yr)
4/2/13,A260062,FOSTER,OTC,4/2/13,FOSTER,POODLE MIN, ,0,2,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Puppy (0-4mo)
4/8/13,A261191,EUTH REQ,OTC OWNED,4/8/13,EUTH,POODLE MIN,MIX,14,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Senior (8+yr)
4/11/13,A261500,STRAY,FIELD,4/11/13,DISPOSAL,POODLE MIN, ,2,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Adult (1-7yr)
4/19/13,A262168,EUTH REQ,OTC OWNED,4/19/13,EUTH,POODLE MIN, ,15,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Senior (8+yr)
4/29/13,A260062,FOSTER,OTC,4/29/13,ADOPTION,POODLE MIN, ,0,2,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Puppy (0-4mo)
5/2/13,A263312,STRAY,FIELD,5/2/13,LOST EXP,POODLE MIN, ,1,0,Lost/Found/Missing,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Adolescent (5-12mo)
5/14/13,A264366,STRAY,OTC,5/14/13,EUTH,POODLE MIN, ,8,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Senior (8+yr)
5/19/13,A264806,CONFISCATE,CRUELTY,5/19/13,RELOCATE,POODLE MIN, ,0,4,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Puppy (0-4mo)
6/18/13,A267687,EUTH REQ,OTC OWNED,6/18/13,EUTH,POODLE MIN,MIX,10,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Senior (8+yr)
6/27/13,A268559,EUTH REQ,OTC OWNED,6/27/13,EUTH,POODLE MIN,MIX,13,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Senior (8+yr)
7/12/13,A270005,EUTH REQ,OTC OWNED,7/12/13,EUTH,POODLE MIN,MIX,15,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Senior (8+yr)
7/14/13,A270109,EUTH REQ,OTC OWNED,7/14/13,EUTH,POODLE MIN,MIX,17,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Senior (8+yr)
7/19/13,A270590,STRAY,FIELD,7/19/13,LOST EXP,POODLE MIN, ,13,0,Lost/Found/Missing,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Senior (8+yr)
8/15/13,A272844,EUTH REQ,OTC OWNED,8/15/13,EUTH,POODLE MIN, ,13,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Senior (8+yr)
8/16/13,A272906,STRAY,FIELD,8/16/13,DISPOSAL,POODLE MIN,MIX,4,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Adult (1-7yr)
8/16/13,A272962,STRAY,FIELD,8/16/13,EUTH,POODLE MIN,MIX,0,2,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Puppy (0-4mo)
10/2/13,A276549,EUTH REQ,OTC OWNED,10/2/13,EUTH,POODLE MIN, ,16,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Senior (8+yr)
10/5/13,A276712,EUTH REQ,OTC OWNED,10/5/13,EUTH,POODLE MIN, ,12,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Senior (8+yr)
12/2/13,A280727,EUTH REQ,OTC OWNED,12/2/13,EUTH,POODLE MIN, ,11,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Senior (8+yr)
12/10/13,A226729,EUTH REQ,OTC OWNED,12/10/13,EUTH,POODLE MIN, ,20,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Senior (8+yr)
12/13/13,A281494,EUTH REQ,OTC OWNED,12/13/13,EUTH,POODLE MIN,MIX,15,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Senior (8+yr)
12/19/13,A281892,EUTH REQ,OTC OWNED,12/19/13,EUTH,POODLE MIN, ,14,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Senior (8+yr)
12/27/13,A282266,EUTH REQ,OTC OWNED,12/27/13,EUTH,POODLE MIN, ,5,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Adult (1-7yr)
12/30/13,A248319,EUTH REQ,OTC OWNED,12/30/13,EUTH,POODLE MIN, ,0,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Puppy (0-4mo)
12/6/13,A281074,STRAY,FIELD,1/6/14,HOME EXP,POODLE STND,MIX,0,0,Lost/Found/Missing,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,31,Puppy (0-4mo)
11/10/13,A279385,STRAY,FIELD,11/20/13,ADOPTION,POODLE STND, ,6,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,10,Adult (1-7yr)
5/9/13,A264036,STRAY,OTC,5/15/13,ADOPTION,POODLE STND, ,2,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,6,Adult (1-7yr)
5/14/13,A264422,STRAY,FIELD,5/20/13,ADOPTION,POODLE STND, ,1,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,6,Adolescent (5-12mo)
6/8/13,A266793,STRAY,OTC,6/12/13,EUTH,POODLE STND, ,0,8,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,4,Adolescent (5-12mo)
6/26/13,A268481,EUTH REQ,OTC OWNED,6/26/13,EUTH,POODLE STND, ,17,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Senior (8+yr)
11/10/13,A279385,STRAY,FIELD,11/10/13,RELOCATE,POODLE STND, ,6,0,Adopt/Live Exit,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Adult (1-7yr)
12/11/13,A281359,STRAY,FIELD,12/11/13,EUTH,POODLE STND,MIX,10,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Senior (8+yr)
12/28/13,A282316,EUTH REQ,OTC OWNED,12/28/13,EUTH,POODLE STND, ,14,0,Euthanized/Dead,Poodle,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Senior (8+yr)
2/26/13,A258040,STRAY,FIELD,3/26/13,LOST EXP,SCHIPPERKE, ,0,0,Lost/Found/Missing,Schipperke,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,28,Puppy (0-4mo)
2/28/13,A258249,STRAY,FIELD,3/28/13,LOST EXP,SCHIPPERKE, ,0,0,Lost/Found/Missing,Schipperke,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,28,Puppy (0-4mo)
12/15/13,A281594,STRAY,FIELD,1/3/14,ADOPTION,SCHIPPERKE,MIX,6,0,Adopt/Live Exit,Schipperke,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,19,Adult (1-7yr)
4/5/13,A261044,STRAY,FIELD,4/15/13,ADOPTION,SCHIPPERKE,MIX,10,0,Adopt/Live Exit,Schipperke,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,10,Senior (8+yr)
6/23/13,A268208,STRAY,FIELD,7/2/13,RESCUE,SCHIPPERKE,MIX,2,0,Adopt/Live Exit,Schipperke,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,9,Adult (1-7yr)
6/29/13,A268792,STRAY,FIELD,7/8/13,ADOPTION,SCHIPPERKE,CHIHUAHUA LH,2,0,Adopt/Live Exit,Schipperke,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,9,Adult (1-7yr)
2/7/13,A256737,STRAY,OTC,2/15/13,RESCUE,SCHIPPERKE,CHOW CHOW,0,6,Adopt/Live Exit,Schipperke,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,8,Adolescent (5-12mo)
4/25/13,A262701,STRAY,OTC,5/2/13,ADOPTION,SCHIPPERKE,MIX,1,0,Adopt/Live Exit,Schipperke,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,7,Adolescent (5-12mo)
7/27/13,A271284,STRAY,OTC,8/2/13,ADOPTION,SCHIPPERKE, ,9,0,Adopt/Live Exit,Schipperke,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,6,Senior (8+yr)
12/11/13,A281378,OWNER SURR,FIELD,12/17/13,ADOPTION,SCHIPPERKE,CHIHUAHUA SH,3,0,Adopt/Live Exit,Schipperke,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,6,Adult (1-7yr)
1/15/13,A255010,STRAY,FIELD,2/15/13,LOST EXP,SHIBA INU, ,0,0,Lost/Found/Missing,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,31,Puppy (0-4mo)
3/6/13,A258695,STRAY,FIELD,4/6/13,LOST EXP,SHIBA INU, ,0,0,Lost/Found/Missing,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,31,Puppy (0-4mo)
3/29/13,A260413,STRAY,FIELD,4/29/13,LOST EXP,SHIBA INU, ,6,0,Lost/Found/Missing,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,31,Adult (1-7yr)
5/19/13,A264826,STRAY,FIELD,6/19/13,LOST EXP,SHIBA INU, ,0,0,Lost/Found/Missing,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,31,Puppy (0-4mo)
7/18/13,A270561,STRAY,FIELD,8/18/13,LOST EXP,SHIBA INU, ,0,7,Lost/Found/Missing,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,31,Adolescent (5-12mo)
12/3/13,A280829,STRAY,FIELD,1/3/14,LOST EXP,SHIBA INU, ,0,0,Lost/Found/Missing,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,31,Puppy (0-4mo)
12/20/13,A281999,STRAY,FIELD,1/20/14,LOST EXP,SHIBA INU, ,0,0,Lost/Found/Missing,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,31,Puppy (0-4mo)
6/9/13,A266853,STRAY,FIELD,7/9/13,LOST EXP,SHIBA INU, ,0,0,Lost/Found/Missing,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,30,Puppy (0-4mo)
6/25/13,A268411,STRAY,FIELD,7/25/13,LOST EXP,SHIBA INU, ,0,0,Lost/Found/Missing,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,30,Puppy (0-4mo)
6/29/13,A268818,STRAY,FIELD,7/29/13,LOST EXP,SHIBA INU, ,0,0,Lost/Found/Missing,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,30,Puppy (0-4mo)
11/15/13,A279779,STRAY,FIELD,12/15/13,LOST EXP,SHIBA INU, ,0,0,Lost/Found/Missing,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,30,Puppy (0-4mo)
1/7/14,A282930,STRAY,OTC,1/25/14,ADOPTION,SHIBA INU, ,5,0,Adopt/Live Exit,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,18,Adult (1-7yr)
9/17/13,A275251,OWNER SURR,OTC,10/3/13,EUTH,SHIBA INU,MIX,1,5,Euthanized/Dead,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,16,Adult (1-7yr)
6/2/13,A266137,STRAY,FIELD,6/12/13,ADOPTION,SHIBA INU,MIX,1,0,Adopt/Live Exit,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,10,Adolescent (5-12mo)
6/7/13,A266673,STRAY,FIELD,6/17/13,RESCUE,SHIBA INU,MIX,2,0,Adopt/Live Exit,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,10,Adult (1-7yr)
9/1/13,A274091,STRAY,OTC,9/9/13,ADOPTION,SHIBA INU, ,5,0,Adopt/Live Exit,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,8,Adult (1-7yr)
6/6/13,A266618,STRAY,OTC,6/13/13,ADOPTION,SHIBA INU,MIX,0,11,Adopt/Live Exit,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,7,Adolescent (5-12mo)
2/5/13,A256512,STRAY,FIELD,2/11/13,ADOPTION,SHIBA INU, ,1,6,Adopt/Live Exit,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,6,Adult (1-7yr)
3/12/13,A259049,STRAY,OTC,3/18/13,ADOPTION,SHIBA INU, ,0,6,Adopt/Live Exit,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,6,Adolescent (5-12mo)
5/7/13,A263805,STRAY,FIELD,5/13/13,ADOPTION,SHIBA INU,MIX,1,0,Adopt/Live Exit,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,6,Adolescent (5-12mo)
6/4/13,A266348,STRAY,FIELD,6/10/13,ADOPTION,SHIBA INU,MIX,1,6,Adopt/Live Exit,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,6,Adult (1-7yr)
10/11/13,A277208,OWNER SURR,OTC,10/17/13,RTO,SHIBA INU,MIX,4,0,Adopt/Live Exit,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,6,Adult (1-7yr)
4/29/13,A263016,OWNER SURR,OTC,5/1/13,EUTH,SHIBA INU, ,8,0,Euthanized/Dead,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,2,Senior (8+yr)
2/1/14,A284539,STRAY,FIELD,2/3/14,RTO,SHIBA INU,MIX,7,0,Adopt/Live Exit,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,2,Adult (1-7yr)
5/28/13,A265642,OWNER SURR,OTC,5/29/13,RTO,SHIBA INU, ,1,0,Adopt/Live Exit,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,1,Adolescent (5-12mo)
10/24/13,A278203,CONFISCATE,POLICE,10/25/13,RTO,SHIBA INU, ,1,5,Adopt/Live Exit,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,1,Adult (1-7yr)
12/13/13,A281507,STRAY,OTC,12/14/13,RTO,SHIBA INU, ,3,0,Adopt/Live Exit,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,1,Adult (1-7yr)
5/24/13,A265444,EUTH REQ,OTC OWNED,5/24/13,EUTH,SHIBA INU, ,10,0,Euthanized/Dead,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Senior (8+yr)
8/3/13,A271895,EUTH REQ,OTC OWNED,8/3/13,EUTH,SHIBA INU,WELSH CORGI C,13,0,Euthanized/Dead,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Senior (8+yr)
8/10/13,A272455,DISPO REQ,OTC OWNED,8/10/13,DISPOSAL,SHIBA INU, ,18,0,Euthanized/Dead,Shiba Inu,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,0,Senior (8+yr)
10/7/13,A276860,STRAY,FIELD,11/25/13,LOST EXP,TIBETAN TERR, ,0,0,Lost/Found/Missing,Tibetan Terrier,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,49,Puppy (0-4mo)
9/4/13,A274324,STRAY,FIELD,10/22/13,LOST EXP,TIBETAN TERR, ,0,0,Lost/Found/Missing,Tibetan Terrier,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,48,Puppy (0-4mo)
5/2/13,A263384,STRAY,FIELD,6/2/13,HOME EXP,TIBETAN TERR,MIX,0,0,Lost/Found/Missing,Tibetan Terrier,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,31,Puppy (0-4mo)
1/3/14,A282678,STRAY,FIELD,2/3/14,LOST EXP,TIBETAN TERR, ,0,0,Lost/Found/Missing,Tibetan Terrier,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,31,Puppy (0-4mo)
10/23/13,A277626,CONFISCATE,NUISANCE,11/7/13,ADOPTION,TIBETAN TERR,MIX,3,0,Adopt/Live Exit,Tibetan Terrier,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,15,Adult (1-7yr)
6/27/13,A268658,OWNED, ,7/5/13,RTO,TIBETAN TERR, ,3,0,Adopt/Live Exit,Tibetan Terrier,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,8,Adult (1-7yr)
2/2/13,A256342,STRAY,OTC,2/7/13,ADOPTION,TIBETAN TERR,MIX,2,0,Adopt/Live Exit,Tibetan Terrier,Not PB,Not PB,Non-sporting,Non-sporting,With Breed,5,Adult (1-7yr)
6/29/13,A268819,STRAY,FIELD,7/29/13,LOST EXP,AFFENPINSCHER, ,0,0,Lost/Found/Missing,Affenpinscher,Not PB,Not PB,Toy,Toy,With Breed,30,Puppy (0-4mo)
3/6/13,A257363,CONFISCATE,BITE,3/20/13,EUTH,AFFENPINSCHER,MIX,3,0,Euthanized/Dead,Affenpinscher,Not PB,Not PB,Toy,Toy,With Breed,14,Adult (1-7yr)
4/18/13,A262086,STRAY,FIELD,4/24/13,RESCUE,AFFENPINSCHER,MIX,1,6,Adopt/Live Exit,Affenpinscher,Not PB,Not PB,Toy,Toy,With Breed,6,Adult (1-7yr)
7/7/13,A269430,STRAY,FIELD,7/8/13,RTO,AFFENPINSCHER,MIX,2,0,Adopt/Live Exit,Affenpinscher,Not PB,Not PB,Toy,Toy,With Breed,1,Adult (1-7yr)
11/18/13,A279968,STRAY,FIELD,12/18/13,LOST EXP,BRUSS GRIFFON, ,0,0,Lost/Found/Missing,Brussels Griffon,Not PB,Not PB,Toy,Toy,With Breed,30,Puppy (0-4mo)
9/23/13,A275649,OWNER SURR,OTC,10/9/13,ADOPTION,BRUSS GRIFFON, ,3,0,Adopt/Live Exit,Brussels Griffon,Not PB,Not PB,Toy,Toy,With Breed,16,Adult (1-7yr)
4/8/13,A261172,STRAY,OTC,4/22/13,ADOPTION,BRUSS GRIFFON,CHIHUAHUA LH,0,3,Adopt/Live Exit,Brussels Griffon,Not PB,Not PB,Toy,Toy,With Breed,14,Puppy (0-4mo)
11/3/13,A278902,STRAY,OTC,11/11/13,ADOPTION,BRUSS GRIFFON,MIX,3,0,Adopt/Live Exit,Brussels Griffon,Not PB,Not PB,Toy,Toy,With Breed,8,Adult (1-7yr)
6/8/13,A266788,STRAY,OTC,6/15/13,ADOPTION,BRUSS GRIFFON,MIX,7,0,Adopt/Live Exit,Brussels Griffon,Not PB,Not PB,Toy,Toy,With Breed,7,Adult (1-7yr)
2/14/13,A257241,STRAY,FIELD,2/20/13,RESCUE,BRUSS GRIFFON,MIX,1,0,Adopt/Live Exit,Brussels Griffon,Not PB,Not PB,Toy,Toy,With Breed,6,Adolescent (5-12mo)
6/8/13,A266786,STRAY,OTC,6/14/13,ADOPTION,BRUSS GRIFFON,MIX,10,0,Adopt/Live Exit,Brussels Griffon,Not PB,Not PB,Toy,Toy,With Breed,6,Senior (8+yr)
