intake_date,animal_id,intake_type,intake_subtype,outcome_date,outcome_type,primary_breed,secondary_breed,years_old,months_old,OutcomeGroup,Breed,PitBullType,PitBullExpanded,AKC,AKC_Extended,KennelCardBreed,LOS,AgeGroup
2014-12-30,A308364,STRAY,FIELD,2014-12-30,RTO,LABRADOR RETR,PIT BULL,3,0.0,Adopt/Live Exit,Labrador Retreiver,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Adult (1-7yr)
2014-12-30,A308365,STRAY,FIELD,2014-12-30,RTO,LABRADOR RETR,MIX,3,0.0,Adopt/Live Exit,Labrador Retreiver,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Adult (1-7yr)
2014-12-30,A308341,STRAY,OTC,2014-12-30,RTO,LABRADOR RETR,MIX,2,0.0,Adopt/Live Exit,Labrador Retreiver,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Adult (1-7yr)
2014-12-31,A301814,RETURN,OTC,2014-12-31,ADOPTION,LABRADOR RETR,MIX,0,5.0,Adopt/Live Exit,Labrador Retreiver,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Adolescent (5-12mo)
2015-01-04,A308626,STRAY,FIELD,2015-01-04,DISPOSAL,LABRADOR RETR,MIX,4,0.0,Euthanized/Dead,Labrador Retreiver,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Adult (1-7yr)
2015-01-05,A308701,EUTH REQ,OTC OWNED,2015-01-05,EUTH,LABRADOR RETR,MIX,13,0.0,Euthanized/Dead,Labrador Retreiver,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Senior (8+yr)
2015-01-07,A260950,OWNER SURR,OTC,2015-01-07,ADOPTION,LABRADOR RETR,MIX,2,5.0,Adopt/Live Exit,Labrador Retreiver,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Adult (1-7yr)
2015-01-08,A305835,RETURN,OTC,2015-01-08,ADOPTION,LABRADOR RETR,unknown,0,5.0,Adopt/Live Exit,Labrador Retreiver,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Adolescent (5-12mo)
2015-01-08,A308402,RETURN,OTC,2015-01-08,EUTH,LABRADOR RETR,MIX,0,4.5,Euthanized/Dead,Labrador Retreiver,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Puppy (0-4mo)
2015-01-14,A307182,RETURN,OTC,2015-01-14,ADOPTION,LABRADOR RETR,MIX,0,4.0,Adopt/Live Exit,Labrador Retreiver,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Puppy (0-4mo)
2015-01-14,A307182,RETURN,OTC,2015-01-14,ADOPTION,LABRADOR RETR,MIX,0,4.0,Adopt/Live Exit,Labrador Retreiver,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Puppy (0-4mo)
2015-01-15,A307345,FOSTER,OTC,2015-01-15,ADOPTION,LABRADOR RETR,MIX,0,3.0,Adopt/Live Exit,Labrador Retreiver,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Puppy (0-4mo)
2015-01-25,A310042,EUTH REQ,OTC OWNED,2015-01-25,EUTH,LABRADOR RETR,unknown,11,0.0,Euthanized/Dead,Labrador Retreiver,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Senior (8+yr)
2015-01-26,A306795,STRAY,OTC,2015-01-26,ADOPTION,LABRADOR RETR,unknown,2,0.0,Adopt/Live Exit,Labrador Retreiver,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Adult (1-7yr)
2015-01-26,A310091,STRAY,FIELD,2015-01-26,RTO,LABRADOR RETR,MIX,0,9.0,Adopt/Live Exit,Labrador Retreiver,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Adolescent (5-12mo)
2015-01-27,A310176,EUTH REQ,OTC OWNED,2015-01-27,EUTH,LABRADOR RETR,GERM SHEPHERD,16,0.0,Euthanized/Dead,Labrador Retreiver,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Senior (8+yr)
2015-01-30,A310391,EUTH REQ,OTC OWNED,2015-01-30,EUTH,LABRADOR RETR,MIX,1,0.0,Euthanized/Dead,Labrador Retreiver,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Adolescent (5-12mo)
2015-01-30,A310370,EUTH REQ,OTC OWNED,2015-01-30,RTO,LABRADOR RETR,CHINESE SHARP,13,0.0,Adopt/Live Exit,Labrador Retreiver,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Senior (8+yr)
2014-11-05,A304869,STRAY,FIELD,2014-12-05,LOST EXP,POINTER,unknown,0,0.0,Lost/Found/Missing,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,30,Puppy (0-4mo)
2014-07-03,A295154,OWNER SURR,OTC,2014-07-23,RESCUE,POINTER,MIX,3,0.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,20,Adult (1-7yr)
2014-08-08,A298057,STRAY,OTC,2014-08-28,ADOPTION,POINTER,MIX,0,8.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,20,Adolescent (5-12mo)
2014-05-22,A291964,STRAY,OTC,2014-06-10,RESCUE,POINTER,MIX,1,0.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,19,Adolescent (5-12mo)
2014-08-14,A298560,STRAY,FIELD,2014-08-30,ADOPTION,POINTER,PIT BULL,1,0.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,16,Adolescent (5-12mo)
2014-12-29,A308293,STRAY,FIELD,2015-01-14,ADOPTION,POINTER,MIX,1,5.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,16,Adult (1-7yr)
2014-07-16,A296093,STRAY,FIELD,2014-07-31,RESCUE,POINTER,MIX,2,0.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,15,Adult (1-7yr)
2014-08-02,A297603,STRAY,OTC,2014-08-17,ADOPTION,POINTER,MIX,1,0.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,15,Adolescent (5-12mo)
2014-10-07,A297447,OWNER SURR,OTC,2014-10-22,TRANSFER,POINTER,MIX,3,6.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,15,Adult (1-7yr)
2014-07-09,A295634,STRAY,OTC,2014-07-22,RESCUE,POINTER,unknown,10,0.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,13,Senior (8+yr)
2014-09-15,A300844,STRAY,OTC,2014-09-27,ADOPTION,POINTER,MIX,0,6.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,12,Adolescent (5-12mo)
2014-07-31,A297447,OWNER SURR,OTC,2014-08-11,ADOPTION,POINTER,MIX,3,6.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,11,Adult (1-7yr)
2014-09-15,A300843,STRAY,OTC,2014-09-26,ADOPTION,POINTER,MIX,0,8.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,11,Adolescent (5-12mo)
2014-10-11,A303038,STRAY,OTC,2014-10-22,TRANSFER,POINTER,MIX,0,10.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,11,Adolescent (5-12mo)
2014-03-26,A287627,STRAY,OTC,2014-04-05,ADOPTION,POINTER,BOXER,2,0.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,10,Adult (1-7yr)
2014-05-09,A290860,STRAY,OTC,2014-05-18,ADOPTION,POINTER,unknown,0,3.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,9,Puppy (0-4mo)
2014-12-02,A306719,STRAY,OTC,2014-12-11,ADOPTION,POINTER,MIX,2,0.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,9,Adult (1-7yr)
2014-07-11,A295841,STRAY,OTC,2014-07-19,ADOPTION,POINTER,MIX,0,2.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,8,Puppy (0-4mo)
2014-06-19,A294112,OWNER SURR,OTC,2014-06-26,ADOPTION,POINTER,MIX,0,8.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,7,Adolescent (5-12mo)
2014-07-07,A295421,STRAY,FIELD,2014-07-14,RESCUE,POINTER,MIX,2,0.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,7,Adult (1-7yr)
2014-09-02,A299909,STRAY,OTC,2014-09-09,ADOPTION,POINTER,MIX,2,0.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,7,Adult (1-7yr)
2014-12-29,A308292,STRAY,FIELD,2015-01-05,ADOPTION,POINTER,MIX,1,5.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,7,Adult (1-7yr)
2014-12-30,A308361,OWNER SURR,FIELD,2015-01-06,RESCUE,POINTER,MIX,12,0.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,7,Senior (8+yr)
2014-07-17,A296268,STRAY,OTC,2014-07-23,ADOPTION,POINTER,MIX,1,0.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,6,Adolescent (5-12mo)
2014-08-11,A298229,STRAY,FIELD,2014-08-17,ADOPTION,POINTER,MIX,1,0.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,6,Adolescent (5-12mo)
2014-09-16,A300969,STRAY,OTC,2014-09-22,ADOPTION,POINTER,AM PIT BULL T,0,4.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,6,Puppy (0-4mo)
2014-09-27,A301845,STRAY,OTC,2014-10-03,ADOPTION,POINTER,MIX,1,6.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,6,Adult (1-7yr)
2014-10-03,A302419,STRAY,OTC,2014-10-09,ADOPTION,POINTER,MIX,0,3.5,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,6,Puppy (0-4mo)
2014-12-02,A306693,STRAY,FIELD,2014-12-08,ADOPTION,POINTER,LABRADOR RETR,0,4.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,6,Puppy (0-4mo)
2014-04-06,A288367,STRAY,FIELD,2014-04-11,ADOPTION,POINTER,MIX,0,3.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,5,Puppy (0-4mo)
2014-08-22,A299119,STRAY,OTC,2014-08-27,ADOPTION,POINTER,unknown,0,6.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,5,Adolescent (5-12mo)
2014-09-10,A300508,STRAY,OTC,2014-09-15,ADOPTION,POINTER,MIX,1,0.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,5,Adolescent (5-12mo)
2014-09-10,A300510,STRAY,OTC,2014-09-15,ADOPTION,POINTER,MIX,1,0.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,5,Adolescent (5-12mo)
2014-09-26,A301756,OWNER SURR,OTC,2014-10-01,ADOPTION,POINTER,MIX,0,10.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,5,Adolescent (5-12mo)
2014-10-08,A302791,STRAY,OTC,2014-10-13,ADOPTION,POINTER,LABRADOR RETR,0,5.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,5,Adolescent (5-12mo)
2014-04-06,A288368,STRAY,FIELD,2014-04-10,ADOPTION,POINTER,MIX,0,3.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,4,Puppy (0-4mo)
2014-07-21,A296512,STRAY,FIELD,2014-07-25,ADOPTION,POINTER,MIX,1,0.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,4,Adolescent (5-12mo)
2014-12-05,A285578,OWNER SURR,OTC,2014-12-09,ADOPTION,POINTER,DALMATIAN,1,0.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,4,Adolescent (5-12mo)
2014-08-15,A297447,RETURN,OTC,2014-08-18,ADOPTION,POINTER,MIX,3,6.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,3,Adult (1-7yr)
2014-07-03,A295153,OWNER SURR,OTC,2014-07-05,EUTH,POINTER,MIX,3,0.0,Euthanized/Dead,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,2,Adult (1-7yr)
2014-08-10,A298188,STRAY,OTC,2014-08-12,EUTH,POINTER,BOXER,0,3.0,Euthanized/Dead,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,2,Puppy (0-4mo)
2014-04-14,A203221,OWNER SURR,OTC,2014-04-15,RTO,POINTER,MIX,8,0.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,1,Senior (8+yr)
2014-08-09,A298131,STRAY,OTC,2014-08-10,RTO,POINTER,MIX,0,8.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,1,Adolescent (5-12mo)
2014-08-22,A298229,RETURN,OTC,2014-08-23,ADOPTION,POINTER,MIX,1,0.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,1,Adolescent (5-12mo)
2014-12-10,A307270,STRAY,FIELD,2014-12-11,RTO,POINTER,MIX,5,0.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,1,Adult (1-7yr)
2014-02-06,A284762,STRAY,FIELD,2014-02-06,RTO,POINTER,MIX,0,4.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Puppy (0-4mo)
2014-05-04,A290366,EUTH REQ,OTC OWNED,2014-05-04,EUTH,POINTER,MIX,3,0.0,Euthanized/Dead,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Adult (1-7yr)
2014-06-07,A293211,STRAY,FIELD,2014-06-07,EUTH,POINTER,PIT BULL,0,2.5,Euthanized/Dead,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Puppy (0-4mo)
2014-07-10,A283284,STRAY,FIELD,2014-07-10,RTO,POINTER,MIX,11,0.0,Adopt/Live Exit,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Senior (8+yr)
2014-10-02,A302305,EUTH REQ,OTC OWNED,2014-10-02,EUTH,POINTER,COLLIE SMOOTH,15,0.0,Euthanized/Dead,Pointer,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Senior (8+yr)
2014-09-06,A300228,OWNER SURR,OTC,2014-09-12,ADOPTION,SPINONE ITAL,unknown,3,0.0,Adopt/Live Exit,Spinone Italiano,Not PB,Not PB,Sporting,Sporting,Without Breed,6,Adult (1-7yr)
2014-09-06,A300229,OWNER SURR,OTC,2014-09-12,ADOPTION,SPINONE ITAL,unknown,3,0.0,Adopt/Live Exit,Spinone Italiano,Not PB,Not PB,Sporting,Sporting,Without Breed,6,Adult (1-7yr)
2014-05-12,A291058,STRAY,FIELD,2014-06-12,LOST EXP,TREEING CUR,unknown,0,0.0,Lost/Found/Missing,Treeing Cur,Not PB,Not PB,Sporting,Sporting,Without Breed,31,Puppy (0-4mo)
2014-10-01,A302135,OWNER SURR,OTC,2014-10-22,TRANSFER,TREEING CUR,AUST SHEPHERD,0,7.0,Adopt/Live Exit,Treeing Cur,Not PB,Not PB,Sporting,Sporting,Without Breed,21,Adolescent (5-12mo)
2014-02-28,A224387,CONFISCATE,EVICTION,2014-03-14,ADOPTION,TREEING CUR,MIX,2,0.0,Adopt/Live Exit,Treeing Cur,Not PB,Not PB,Sporting,Sporting,Without Breed,14,Adult (1-7yr)
2014-04-11,A288815,STRAY,OTC,2014-04-25,ADOPTION,TREEING CUR,MIX,1,2.0,Adopt/Live Exit,Treeing Cur,Not PB,Not PB,Sporting,Sporting,Without Breed,14,Adult (1-7yr)
2014-01-30,A284437,STRAY,FIELD,2014-02-08,ADOPTION,TREEING CUR,MIX,1,0.0,Adopt/Live Exit,Treeing Cur,Not PB,Not PB,Sporting,Sporting,Without Breed,9,Adolescent (5-12mo)
2014-02-10,A285001,STRAY,FIELD,2014-02-17,ADOPTION,TREEING CUR,MIX,3,0.0,Adopt/Live Exit,Treeing Cur,Not PB,Not PB,Sporting,Sporting,Without Breed,7,Adult (1-7yr)
2014-07-08,A295552,STRAY,FIELD,2014-08-08,LOST EXP,VIZSLA,unknown,9,0.0,Lost/Found/Missing,Vizsla,Not PB,Not PB,Sporting,Sporting,Without Breed,31,Senior (8+yr)
2014-04-11,A288781,STRAY,OTC,2014-04-18,ADOPTION,VIZSLA,MIX,0,10.0,Adopt/Live Exit,Vizsla,Not PB,Not PB,Sporting,Sporting,Without Breed,7,Adolescent (5-12mo)
2015-01-05,A308685,STRAY,FIELD,2015-01-12,ADOPTION,VIZSLA,unknown,4,0.0,Adopt/Live Exit,Vizsla,Not PB,Not PB,Sporting,Sporting,Without Breed,7,Adult (1-7yr)
2014-04-03,A288187,OWNER SURR,OTC,2014-04-09,RESCUE,VIZSLA,MIX,6,0.0,Adopt/Live Exit,Vizsla,Not PB,Not PB,Sporting,Sporting,Without Breed,6,Adult (1-7yr)
2015-01-22,A309873,STRAY,OTC,2015-01-28,TRANSFER,VIZSLA,WEIMARANER,0,6.0,Adopt/Live Exit,Vizsla,Not PB,Not PB,Sporting,Sporting,Without Breed,6,Adolescent (5-12mo)
2014-07-23,A296673,STRAY,FIELD,2014-07-28,ADOPTION,VIZSLA,unknown,1,0.0,Adopt/Live Exit,Vizsla,Not PB,Not PB,Sporting,Sporting,Without Breed,5,Adolescent (5-12mo)
2015-01-02,A307604,RETURN,OTC,2015-01-06,ADOPTION,VIZSLA,MIX,0,8.0,Adopt/Live Exit,Vizsla,Not PB,Not PB,Sporting,Sporting,Without Breed,4,Adolescent (5-12mo)
2014-12-16,A307604,OWNER SURR,OTC,2014-12-19,ADOPTION,VIZSLA,MIX,0,8.0,Adopt/Live Exit,Vizsla,Not PB,Not PB,Sporting,Sporting,Without Breed,3,Adolescent (5-12mo)
2014-12-12,A307426,STRAY,OTC,2014-12-14,RTO,VIZSLA,MIX,0,3.0,Adopt/Live Exit,Vizsla,Not PB,Not PB,Sporting,Sporting,Without Breed,2,Puppy (0-4mo)
2014-12-12,A307427,STRAY,OTC,2014-12-14,RTO,VIZSLA,MIX,0,3.0,Adopt/Live Exit,Vizsla,Not PB,Not PB,Sporting,Sporting,Without Breed,2,Puppy (0-4mo)
2014-06-30,A190201,STRAY,FIELD,2014-07-01,RTO,VIZSLA,unknown,3,0.0,Adopt/Live Exit,Vizsla,Not PB,Not PB,Sporting,Sporting,Without Breed,1,Adult (1-7yr)
2014-03-14,A286881,EUTH REQ,OTC OWNED,2014-03-14,EUTH,VIZSLA,MIX,17,0.0,Euthanized/Dead,Vizsla,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Senior (8+yr)
2014-10-24,A303986,EUTH REQ,OTC OWNED,2014-10-24,EUTH,VIZSLA,unknown,16,0.0,Euthanized/Dead,Vizsla,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Senior (8+yr)
2015-01-28,A310227,EUTH REQ,OTC OWNED,2015-01-28,EUTH,VIZSLA,unknown,12,0.0,Euthanized/Dead,Vizsla,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Senior (8+yr)
2014-09-15,A300912,STRAY,FIELD,2014-10-15,LOST EXP,WEIMARANER,unknown,0,0.0,Lost/Found/Missing,Weimaraner,Not PB,Not PB,Sporting,Sporting,Without Breed,30,Puppy (0-4mo)
2014-12-11,A307361,STRAY,FIELD,2015-01-10,LOST EXP,WEIMARANER,unknown,0,0.0,Lost/Found/Missing,Weimaraner,Not PB,Not PB,Sporting,Sporting,Without Breed,30,Puppy (0-4mo)
2014-01-21,A283861,OWNER SURR,FIELD,2014-02-06,RESCUE,WEIMARANER,unknown,9,0.0,Adopt/Live Exit,Weimaraner,Not PB,Not PB,Sporting,Sporting,Without Breed,16,Senior (8+yr)
2014-01-21,A283862,OWNER SURR,FIELD,2014-02-06,RESCUE,WEIMARANER,unknown,10,0.0,Adopt/Live Exit,Weimaraner,Not PB,Not PB,Sporting,Sporting,Without Breed,16,Senior (8+yr)
2014-05-17,A291557,STRAY,FIELD,2014-05-31,ADOPTION,WEIMARANER,LABRADOR RETR,1,0.0,Adopt/Live Exit,Weimaraner,Not PB,Not PB,Sporting,Sporting,Without Breed,14,Adolescent (5-12mo)
2014-10-12,A303083,STRAY,OTC,2014-10-21,RESCUE,WEIMARANER,BULL TERR MIN,0,7.0,Adopt/Live Exit,Weimaraner,Not PB,Not PB,Sporting,Sporting,Without Breed,9,Adolescent (5-12mo)
2014-05-23,A292087,STRAY,OTC,2014-05-31,ADOPTION,WEIMARANER,MIX,1,0.0,Adopt/Live Exit,Weimaraner,Not PB,Not PB,Sporting,Sporting,Without Breed,8,Adolescent (5-12mo)
2014-02-27,A285950,STRAY,OTC,2014-03-05,ADOPTION,WEIMARANER,STAFFORDSHIRE,1,0.0,Adopt/Live Exit,Weimaraner,Not PB,Not PB,Sporting,Sporting,Without Breed,6,Adolescent (5-12mo)
2014-07-30,A297325,STRAY,OTC,2014-08-04,ADOPTION,WEIMARANER,MIX,0,4.0,Adopt/Live Exit,Weimaraner,Not PB,Not PB,Sporting,Sporting,Without Breed,5,Puppy (0-4mo)
2014-07-30,A297326,STRAY,OTC,2014-08-04,ADOPTION,WEIMARANER,MIX,0,4.0,Adopt/Live Exit,Weimaraner,Not PB,Not PB,Sporting,Sporting,Without Breed,5,Puppy (0-4mo)
2014-08-15,A298606,STRAY,OTC,2014-08-20,ADOPTION,WEIMARANER,AM PIT BULL T,0,6.0,Adopt/Live Exit,Weimaraner,Not PB,Not PB,Sporting,Sporting,Without Breed,5,Adolescent (5-12mo)
2014-05-12,A291015,STRAY,FIELD,2014-05-15,ADOPTION,WEIMARANER,unknown,0,5.0,Adopt/Live Exit,Weimaraner,Not PB,Not PB,Sporting,Sporting,Without Breed,3,Adolescent (5-12mo)
2014-07-15,A296117,STRAY,OTC,2014-07-18,RTO,WEIMARANER,POINTER,3,1.0,Adopt/Live Exit,Weimaraner,Not PB,Not PB,Sporting,Sporting,Without Breed,3,Adult (1-7yr)
2014-08-11,A298220,STRAY,FIELD,2014-08-13,RTO,WEIMARANER,unknown,3,0.0,Adopt/Live Exit,Weimaraner,Not PB,Not PB,Sporting,Sporting,Without Breed,2,Adult (1-7yr)
2014-12-11,A307368,STRAY,FIELD,2014-12-13,RTO,WEIMARANER,unknown,4,0.0,Adopt/Live Exit,Weimaraner,Not PB,Not PB,Sporting,Sporting,Without Breed,2,Adult (1-7yr)
2014-06-30,A294902,STRAY,FIELD,2014-07-01,RTO,WEIMARANER,MIX,7,0.0,Adopt/Live Exit,Weimaraner,Not PB,Not PB,Sporting,Sporting,Without Breed,1,Adult (1-7yr)
2014-08-10,A297326,RETURN,OTC,2014-08-11,ADOPTION,WEIMARANER,MIX,0,4.0,Adopt/Live Exit,Weimaraner,Not PB,Not PB,Sporting,Sporting,Without Breed,1,Puppy (0-4mo)
2014-08-10,A297325,RETURN,OTC,2014-08-11,ADOPTION,WEIMARANER,MIX,0,4.0,Adopt/Live Exit,Weimaraner,Not PB,Not PB,Sporting,Sporting,Without Breed,1,Puppy (0-4mo)
2014-03-04,A286246,EUTH REQ,OTC OWNED,2014-03-04,EUTH,WEIMARANER,unknown,11,0.0,Euthanized/Dead,Weimaraner,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Senior (8+yr)
2014-08-26,A298606,RETURN,OTC,2014-08-26,ADOPTION,WEIMARANER,AM PIT BULL T,0,6.0,Adopt/Live Exit,Weimaraner,Not PB,Not PB,Sporting,Sporting,Without Breed,0,Adolescent (5-12mo)
2015-01-08,A308971,STRAY,FIELD,2015-01-15,ADOPTION,WELSH SPR SPAN,MIX,4,0.0,Adopt/Live Exit,Welsh Springer Spaniel,Not PB,Not PB,Sporting,Sporting,Without Breed,7,Adult (1-7yr)
2014-09-24,A301656,STRAY,FIELD,2014-10-24,LOST EXP,WH PT GRIFFON,unknown,0,0.0,Lost/Found/Missing,Wirehaired Pointing Griffon,Not PB,Not PB,Sporting,Sporting,Without Breed,30,Puppy (0-4mo)
2014-09-13,A300795,CONFISCATE,CRUELTY,2014-09-29,ADOPTION,WH PT GRIFFON,unknown,2,0.0,Adopt/Live Exit,Wirehaired Pointing Griffon,Not PB,Not PB,Sporting,Sporting,Without Breed,16,Adult (1-7yr)
2015-01-17,A309631,OWNER SURR,OTC,2015-01-30,EUTH,WH PT GRIFFON,unknown,1,0.0,Euthanized/Dead,Wirehaired Pointing Griffon,Not PB,Not PB,Sporting,Sporting,Without Breed,13,Adolescent (5-12mo)
2014-09-20,A301338,STRAY,OTC,2014-10-10,EUTH,AUST CATTLE DOG,unknown,1,0.0,Euthanized/Dead,Australian Cattle Dog,Not PB,Not PB,Herding,Herding,Without Breed,20,Adolescent (5-12mo)
2014-03-08,A286487,STRAY,OTC,2014-03-25,RESCUE,AUST CATTLE DOG,MIX,2,0.0,Adopt/Live Exit,Australian Cattle Dog,Not PB,Not PB,Herding,Herding,Without Breed,17,Adult (1-7yr)
2014-05-05,A290455,OWNER SURR,OTC,2014-05-22,ADOPTION,AUST CATTLE DOG,unknown,8,0.0,Adopt/Live Exit,Australian Cattle Dog,Not PB,Not PB,Herding,Herding,Without Breed,17,Senior (8+yr)
2014-11-14,A305596,STRAY,OTC,2014-11-29,ADOPTION,AUST CATTLE DOG,MIX,0,10.0,Adopt/Live Exit,Australian Cattle Dog,Not PB,Not PB,Herding,Herding,Without Breed,15,Adolescent (5-12mo)
2014-12-16,A302329,OWNER SURR,OTC,2014-12-30,ADOPTION,AUST CATTLE DOG,unknown,1,2.0,Adopt/Live Exit,Australian Cattle Dog,Not PB,Not PB,Herding,Herding,Without Breed,14,Adult (1-7yr)
2014-11-18,A305817,OWNER SURR,FIELD,2014-12-01,EUTH,AUST CATTLE DOG,unknown,8,0.0,Euthanized/Dead,Australian Cattle Dog,Not PB,Not PB,Herding,Herding,Without Breed,13,Senior (8+yr)
2014-11-19,A305976,STRAY,FIELD,2014-12-02,RESCUE,AUST CATTLE DOG,MIX,2,0.0,Adopt/Live Exit,Australian Cattle Dog,Not PB,Not PB,Herding,Herding,Without Breed,13,Adult (1-7yr)
2014-06-13,A293673,STRAY,OTC,2014-06-23,ADOPTION,AUST CATTLE DOG,MIX,1,0.0,Adopt/Live Exit,Australian Cattle Dog,Not PB,Not PB,Herding,Herding,Without Breed,10,Adolescent (5-12mo)
2014-03-11,A268633,CONFISCATE,DANGER IN,2014-03-20,RTO,AUST CATTLE DOG,MIX,5,0.0,Adopt/Live Exit,Australian Cattle Dog,Not PB,Not PB,Herding,Herding,Without Breed,9,Adult (1-7yr)
2014-11-01,A304603,STRAY,OTC,2014-11-10,ADOPTION,AUST CATTLE DOG,MIX,0,5.0,Adopt/Live Exit,Australian Cattle Dog,Not PB,Not PB,Herding,Herding,Without Breed,9,Adolescent (5-12mo)
2014-04-04,A288278,OWNER SURR,OTC,2014-04-12,RESCUE,AUST CATTLE DOG,MIX,12,0.0,Adopt/Live Exit,Australian Cattle Dog,Not PB,Not PB,Herding,Herding,Without Breed,8,Senior (8+yr)
