intake_date,animal_id,intake_type,intake_subtype,outcome_date,outcome_type,primary_breed,secondary_breed,years_old,months_old,OutcomeGroup,Breed,PitBullType,PitBullExpanded,AKC,AKC_Extended,KennelCardBreed,LOS,AgeGroup
2013-12-27,A282248,STRAY,OTC,2014-01-08,ADOPTION,BOXER,MIX,0,3.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,12,Puppy (0-4mo)
2013-02-08,A256810,OWNER SURR,OTC,2013-02-19,EUTH,BOXER,MIX,11,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,11,Senior (8+yr)
2013-04-24,A262626,STRAY,FIELD,2013-05-05,ADOPTION,BOXER,MIX,1,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,11,Adolescent (5-12mo)
2013-10-10,A277132,STRAY,OTC,2013-10-21,ADOPTION,BOXER,LABRADOR RETR,1,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,11,Adolescent (5-12mo)
2013-06-07,A266668,STRAY,FIELD,2013-06-17,EUTH,BOXER,PIT BULL,2,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,10,Adult (1-7yr)
2013-06-07,A266719,STRAY,FIELD,2013-06-17,EUTH,BOXER,MIX,2,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,10,Adult (1-7yr)
2013-07-19,A270659,STRAY,FIELD,2013-07-29,EUTH,BOXER,LABRADOR RETR,1,6.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,10,Adult (1-7yr)
2013-10-11,A277243,OWNER SURR,FIELD,2013-10-21,RTO,BOXER,unknown,5,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,10,Adult (1-7yr)
2013-11-25,A280403,STRAY,OTC,2013-12-05,ADOPTION,BOXER,unknown,2,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,10,Adult (1-7yr)
2014-01-06,A282817,OWNER SURR,OTC,2014-01-16,RESCUE,BOXER,LABRADOR RETR,0,10.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,10,Adolescent (5-12mo)
2013-02-10,A256887,STRAY,FIELD,2013-02-19,EUTH,BOXER,MIX,3,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,9,Adult (1-7yr)
2013-04-14,A261708,STRAY,FIELD,2013-04-23,EUTH,BOXER,MIX,2,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,9,Adult (1-7yr)
2013-04-23,A262440,STRAY,FIELD,2013-05-02,ADOPTION,BOXER,MIX,0,4.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,9,Puppy (0-4mo)
2013-07-17,A270448,STRAY,FIELD,2013-07-26,EUTH,BOXER,PIT BULL,1,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,9,Adolescent (5-12mo)
2013-08-03,A271925,STRAY,OTC,2013-08-12,EUTH,BOXER,PIT BULL,2,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,9,Adult (1-7yr)
2013-08-08,A272307,STRAY,FIELD,2013-08-17,ADOPTION,BOXER,MIX,0,6.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,9,Adolescent (5-12mo)
2013-09-23,A225449,OWNED,unknown,2013-10-02,RTO,BOXER,unknown,1,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,9,Adolescent (5-12mo)
2013-11-02,A278877,STRAY,OTC,2013-11-11,ADOPTION,BOXER,unknown,0,7.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,9,Adolescent (5-12mo)
2013-12-14,A281555,STRAY,OTC,2013-12-23,FOSTER,BOXER,MIX,0,8.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,9,Adolescent (5-12mo)
2013-12-17,A281748,STRAY,FIELD,2013-12-26,ADOPTION,BOXER,unknown,2,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,9,Adult (1-7yr)
2014-01-04,A282734,STRAY,OTC,2014-01-13,ADOPTION,BOXER,MIX,4,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,9,Adult (1-7yr)
2013-02-11,A256955,STRAY,OTC,2013-02-19,ADOPTION,BOXER,MIX,1,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,8,Adolescent (5-12mo)
2013-02-25,A257912,OWNER SURR,OTC,2013-03-05,RESCUE,BOXER,unknown,1,5.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,8,Adult (1-7yr)
2013-03-29,A260349,CONFISCATE,BITE,2013-04-06,RTO,BOXER,PIT BULL,6,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,8,Adult (1-7yr)
2013-05-28,A265688,STRAY,OTC,2013-06-05,ADOPTION,BOXER,BULLMASTIFF,3,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,8,Adult (1-7yr)
2013-06-06,A266603,STRAY,OTC,2013-06-14,RESCUE,BOXER,unknown,6,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,8,Adult (1-7yr)
2013-08-09,A272413,STRAY,OTC,2013-08-17,EUTH,BOXER,MIX,3,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,8,Adult (1-7yr)
2013-08-12,A272564,STRAY,OTC,2013-08-20,ADOPTION,BOXER,unknown,1,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,8,Adolescent (5-12mo)
2013-08-20,A273167,STRAY,FIELD,2013-08-28,ADOPTION,BOXER,GERM SHEPHERD,2,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,8,Adult (1-7yr)
2013-09-10,A274763,STRAY,OTC,2013-09-18,ADOPTION,BOXER,MIX,0,2.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,8,Puppy (0-4mo)
2013-10-11,A277214,STRAY,OTC,2013-10-19,ADOPTION,BOXER,MIX,1,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,8,Adolescent (5-12mo)
2013-11-05,A279049,STRAY,FIELD,2013-11-13,ADOPTION,BOXER,MIX,0,5.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,8,Adolescent (5-12mo)
2013-12-03,A280826,STRAY,FIELD,2013-12-11,ADOPTION,BOXER,PIT BULL,0,6.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,8,Adolescent (5-12mo)
2013-12-20,A281978,STRAY,OTC,2013-12-28,ADOPTION,BOXER,PIT BULL,2,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,8,Adult (1-7yr)
2013-12-23,A282133,OWNER SURR,FIELD,2013-12-31,ADOPTION,BOXER,MIX,4,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,8,Adult (1-7yr)
2014-01-05,A282776,STRAY,FIELD,2014-01-13,RESCUE,BOXER,unknown,10,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,8,Senior (8+yr)
2014-01-14,A283310,CONFISCATE,BITE,2014-01-22,RTO,BOXER,MIX,6,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,8,Adult (1-7yr)
2014-01-15,A283243,OWNER SURR,OTC,2014-01-23,EUTH,BOXER,DOBERMAN PINS,4,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,8,Adult (1-7yr)
2014-01-23,A283972,STRAY,OTC,2014-01-31,ADOPTION,BOXER,MIX,1,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,8,Adolescent (5-12mo)
2014-01-23,A283976,STRAY,OTC,2014-01-31,FOSTER,BOXER,MIX,1,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,8,Adolescent (5-12mo)
2013-02-15,A252524,OWNER SURR,FIELD,2013-02-22,ADOPTION,BOXER,MIX,1,6.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,7,Adult (1-7yr)
2013-02-22,A257784,STRAY,FIELD,2013-03-01,ADOPTION,BOXER,AMER BULLDOG,2,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,7,Adult (1-7yr)
2013-03-01,A258285,STRAY,OTC,2013-03-08,EUTH,BOXER,MIX,4,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,7,Adult (1-7yr)
2013-03-13,A259137,STRAY,OTC,2013-03-20,ADOPTION,BOXER,MIX,0,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,7,Puppy (0-4mo)
2013-04-16,A261866,OWNER SURR,OTC,2013-04-23,EUTH,BOXER,PIT BULL,0,9.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,7,Adolescent (5-12mo)
2013-04-25,A262743,OWNER SURR,OTC,2013-05-02,ADOPTION,BOXER,unknown,5,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,7,Adult (1-7yr)
2013-05-07,A263704,CONFISCATE,POLICE,2013-05-14,EUTH,BOXER,MIX,10,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,7,Senior (8+yr)
2013-05-15,A264506,STRAY,FIELD,2013-05-22,ADOPTION,BOXER,MIX,2,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,7,Adult (1-7yr)
2013-06-21,A268032,STRAY,FIELD,2013-06-28,EUTH,BOXER,PIT BULL,3,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,7,Adult (1-7yr)
2013-07-17,A270426,STRAY,FIELD,2013-07-24,RESCUE,BOXER,unknown,8,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,7,Senior (8+yr)
2013-07-24,A271093,STRAY,FIELD,2013-07-31,EUTH,BOXER,LABRADOR RETR,1,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,7,Adolescent (5-12mo)
2013-08-06,A269502,RETURN,OTC,2013-08-13,ADOPTION,BOXER,AMER BULLDOG,0,6.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,7,Adolescent (5-12mo)
2013-10-21,A277949,STRAY,FIELD,2013-10-28,ADOPTION,BOXER,MIX,0,4.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,7,Puppy (0-4mo)
2013-11-04,A278962,STRAY,OTC,2013-11-11,ADOPTION,BOXER,unknown,4,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,7,Adult (1-7yr)
2014-01-07,A282932,STRAY,FIELD,2014-01-14,ADOPTION,BOXER,MIX,0,4.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,7,Puppy (0-4mo)
2014-01-09,A283096,STRAY,FIELD,2014-01-16,ADOPTION,BOXER,unknown,1,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,7,Adolescent (5-12mo)
2014-01-27,A284182,STRAY,OTC,2014-02-03,FOSTER,BOXER,MIX,0,4.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,7,Puppy (0-4mo)
2013-03-15,A259306,OWNER SURR,OTC,2013-03-21,ADOPTION,BOXER,unknown,1,6.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,6,Adult (1-7yr)
2013-04-02,A260598,STRAY,OTC,2013-04-08,ADOPTION,BOXER,MIX,0,5.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,6,Adolescent (5-12mo)
2013-05-26,A265540,STRAY,OTC,2013-06-01,ADOPTION,BOXER,LABRADOR RETR,0,2.5,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,6,Puppy (0-4mo)
2013-06-07,A266640,STRAY,FIELD,2013-06-13,ADOPTION,BOXER,LABRADOR RETR,1,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,6,Adolescent (5-12mo)
2013-07-09,A269658,STRAY,OTC,2013-07-15,ADOPTION,BOXER,MIX,0,2.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,6,Puppy (0-4mo)
2013-09-19,A275428,OWNER SURR,OTC,2013-09-25,ADOPTION,BOXER,PIT BULL,2,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,6,Adult (1-7yr)
2013-10-17,A277705,OWNER SURR,FIELD,2013-10-23,ADOPTION,BOXER,GERM SHEPHERD,2,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,6,Adult (1-7yr)
2013-12-28,A190560,OWNER SURR,OTC,2014-01-03,EUTH,BOXER,MIX,6,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,6,Adult (1-7yr)
2014-01-21,A283834,STRAY,OTC,2014-01-27,ADOPTION,BOXER,MIX,4,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,6,Adult (1-7yr)
2013-02-23,A257822,STRAY,FIELD,2013-02-28,RESCUE,BOXER,unknown,5,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,5,Adult (1-7yr)
2013-02-28,A258235,STRAY,OTC,2013-03-05,ADOPTION,BOXER,AMER BULLDOG,1,7.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,5,Adult (1-7yr)
2013-03-14,A259252,OWNER SURR,OTC,2013-03-19,ADOPTION,BOXER,unknown,2,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,5,Adult (1-7yr)
2013-07-13,A270093,STRAY,FIELD,2013-07-18,ADOPTION,BOXER,PIT BULL,0,4.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,5,Puppy (0-4mo)
2013-07-25,A271140,STRAY,FIELD,2013-07-30,ADOPTION,BOXER,unknown,4,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,5,Adult (1-7yr)
2013-10-04,A276640,STRAY,FIELD,2013-10-09,RTO,BOXER,MIX,4,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,5,Adult (1-7yr)
2013-10-17,A277704,OWNER SURR,FIELD,2013-10-22,ADOPTION,BOXER,GERM SHEPHERD,0,6.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,5,Adolescent (5-12mo)
2013-12-06,A281031,OWNER SURR,OTC,2013-12-11,EUTH,BOXER,LABRADOR RETR,3,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,5,Adult (1-7yr)
2014-01-09,A283085,STRAY,OTC,2014-01-14,ADOPTION,BOXER,unknown,0,7.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,5,Adolescent (5-12mo)
2013-03-08,A258819,OWNER SURR,OTC,2013-03-12,ADOPTION,BOXER,MIX,0,10.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,4,Adolescent (5-12mo)
2013-03-15,A259305,OWNER SURR,OTC,2013-03-19,ADOPTION,BOXER,unknown,1,6.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,4,Adult (1-7yr)
2013-03-17,A259414,STRAY,OTC,2013-03-21,ADOPTION,BOXER,MIX,0,2.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,4,Puppy (0-4mo)
2013-06-10,A266924,STRAY,OTC,2013-06-14,ADOPTION,BOXER,MIX,3,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,4,Adult (1-7yr)
2013-10-14,A277401,OWNER SURR,OTC,2013-10-18,EUTH,BOXER,MIX,3,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,4,Adult (1-7yr)
2013-04-08,A242947,OWNER SURR,OTC,2013-04-11,ADOPTION,BOXER,MIX,1,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,3,Adolescent (5-12mo)
2013-11-03,A278905,OWNER SURR,OTC,2013-11-06,ADOPTION,BOXER,unknown,0,8.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,3,Adolescent (5-12mo)
2013-12-08,A250739,CONFISCATE,DANGER IN,2013-12-11,RTO,BOXER,GERM SHEPHERD,7,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,3,Adult (1-7yr)
2013-12-08,A281170,CONFISCATE,DANGER IN,2013-12-11,RTO,BOXER,MIX,7,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,3,Adult (1-7yr)
2013-03-07,A258768,STRAY,OTC,2013-03-09,RTO,BOXER,PIT BULL,2,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,2,Adult (1-7yr)
2013-03-14,A242947,OWNER SURR,OTC,2013-03-16,ADOPTION,BOXER,MIX,1,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,2,Adolescent (5-12mo)
2013-05-09,A263992,STRAY,OTC,2013-05-11,RTO,BOXER,unknown,6,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,2,Adult (1-7yr)
2013-07-08,A269540,STRAY,FIELD,2013-07-10,RTO,BOXER,MIX,0,4.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,2,Puppy (0-4mo)
2013-12-31,A282544,STRAY,FIELD,2014-01-02,LOST EXP,BOXER,MIX,0,0.0,Lost/Found/Missing,Boxer,Not PB,Not PB,Working,Working,With Breed,2,Puppy (0-4mo)
2013-02-20,A257573,STRAY,FIELD,2013-02-21,RTO,BOXER,unknown,0,11.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,1,Adolescent (5-12mo)
2013-02-20,A257574,STRAY,FIELD,2013-02-21,RTO,BOXER,unknown,0,11.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,1,Adolescent (5-12mo)
2013-02-27,A258101,STRAY,OTC,2013-02-28,EUTH,BOXER,MIX,14,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,1,Senior (8+yr)
2013-03-21,A259773,STRAY,FIELD,2013-03-22,ADOPTION,BOXER,COLLIE ROUGH,0,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,1,Puppy (0-4mo)
2013-03-21,A259769,STRAY,FIELD,2013-03-22,FOSTER,BOXER,COLLIE ROUGH,0,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,1,Puppy (0-4mo)
2013-03-21,A259771,STRAY,FIELD,2013-03-22,FOSTER,BOXER,COLLIE ROUGH,0,3.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,1,Puppy (0-4mo)
2013-03-21,A259772,STRAY,FIELD,2013-03-22,FOSTER,BOXER,COLLIE ROUGH,0,2.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,1,Puppy (0-4mo)
2013-04-23,A262459,OWNER SURR,FIELD,2013-04-24,RELOCATE,BOXER,LABRADOR RETR,4,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,1,Adult (1-7yr)
2013-05-13,A259769,FOSTER,OTC,2013-05-14,ADOPTION,BOXER,COLLIE ROUGH,0,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,1,Puppy (0-4mo)
2013-05-13,A259771,FOSTER,OTC,2013-05-14,ADOPTION,BOXER,COLLIE ROUGH,0,3.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,1,Puppy (0-4mo)
2013-05-16,A264638,CONFISCATE,POLICE,2013-05-17,RTO,BOXER,MIX,0,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,1,Puppy (0-4mo)
2013-05-20,A264884,OWNER SURR,OTC,2013-05-21,EUTH,BOXER,PIT BULL,0,5.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,1,Adolescent (5-12mo)
2013-06-20,A267913,STRAY,FIELD,2013-06-21,RTO,BOXER,BULLDOG,2,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,1,Adult (1-7yr)
2013-06-28,A173665,STRAY,FIELD,2013-06-29,RTO,BOXER,unknown,7,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,1,Adult (1-7yr)
2013-07-24,A269761,OWNER SURR,FIELD,2013-07-25,EUTH,BOXER,MIX,0,5.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,1,Adolescent (5-12mo)
2013-11-03,A278907,STRAY,OTC,2013-11-04,RTO,BOXER,unknown,10,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,1,Senior (8+yr)
2013-12-22,A280088,STRAY,OTC,2013-12-23,RTO,BOXER,unknown,3,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,1,Adult (1-7yr)
2013-03-09,A258898,EUTH REQ,OTC OWNED,2013-03-09,EUTH,BOXER,unknown,15,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Senior (8+yr)
2013-03-18,A259452,EUTH REQ,OTC OWNED,2013-03-18,EUTH,BOXER,unknown,13,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Senior (8+yr)
2013-03-28,A260309,EUTH REQ,OTC OWNED,2013-03-28,EUTH,BOXER,unknown,12,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Senior (8+yr)
2013-04-02,A260640,OWNED,unknown,2013-04-02,RELOCATE,BOXER,unknown,4,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Adult (1-7yr)
2013-04-06,A261059,EUTH REQ,OTC OWNED,2013-04-06,EUTH,BOXER,unknown,14,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Senior (8+yr)
2013-04-24,A259772,FOSTER,OTC,2013-04-24,ADOPTION,BOXER,COLLIE ROUGH,0,2.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Puppy (0-4mo)
2013-04-26,A262785,EUTH REQ,OTC OWNED,2013-04-26,EUTH,BOXER,unknown,14,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Senior (8+yr)
2013-05-01,A263197,DISPO REQ,OTC,2013-05-01,DISPOSAL,BOXER,unknown,10,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Senior (8+yr)
2013-05-10,A264078,OWNER SURR,OTC,2013-05-10,EUTH,BOXER,unknown,8,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Senior (8+yr)
2013-06-08,A170721,OWNER SURR,OTC,2013-06-08,DISPOSAL,BOXER,unknown,0,8.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Adolescent (5-12mo)
2013-06-28,A268685,STRAY,FIELD,2013-06-28,RTO,BOXER,unknown,2,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Adult (1-7yr)
2013-07-26,A271243,STRAY,FIELD,2013-07-26,RTO,BOXER,BLOODHOUND,13,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Senior (8+yr)
2013-08-03,A271919,STRAY,FIELD,2013-08-03,RTO,BOXER,LABRADOR RETR,0,6.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Adolescent (5-12mo)
2013-08-19,A273115,EUTH REQ,OTC OWNED,2013-08-19,EUTH,BOXER,unknown,12,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Senior (8+yr)
2013-09-08,A274556,STRAY,FIELD,2013-09-08,RTO,BOXER,MIX,0,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Puppy (0-4mo)
2013-09-09,A273418,RETURN,OTC,2013-09-09,RESCUE,BOXER,MIX,1,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Adolescent (5-12mo)
2013-09-27,A276066,EUTH REQ,OTC OWNED,2013-09-27,EUTH,BOXER,unknown,11,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Senior (8+yr)
2013-10-30,A278695,STRAY,FIELD,2013-10-30,RTO,BOXER,MIX,2,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Adult (1-7yr)
2013-11-20,A280088,STRAY,OTC,2013-11-20,RTO,BOXER,unknown,3,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Adult (1-7yr)
2013-12-02,A280701,DISPO REQ,OTC OWNED,2013-12-02,DISPOSAL,BOXER,unknown,8,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Senior (8+yr)
2013-12-20,A281976,EUTH REQ,OTC OWNED,2013-12-20,EUTH,BOXER,unknown,13,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Senior (8+yr)
2013-12-20,A281953,CONFISCATE,DANGER IN,2013-12-20,RTO,BOXER,MIX,2,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Adult (1-7yr)
2014-01-02,A282632,STRAY,FIELD,2014-01-02,LOST EXP,BOXER,unknown,0,0.0,Lost/Found/Missing,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Puppy (0-4mo)
2014-01-16,A281086,FOSTER,OTC,2014-01-16,ADOPTION,BOXER,AMER BULLDOG,3,0.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Adult (1-7yr)
2014-01-24,A284036,EUTH REQ,OTC OWNED,2014-01-24,EUTH,BOXER,unknown,10,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Senior (8+yr)
2014-01-25,A284074,EUTH REQ,OTC OWNED,2014-01-25,EUTH,BOXER,unknown,10,0.0,Euthanized/Dead,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Senior (8+yr)
2014-01-30,A281555,FOSTER,OTC,2014-01-30,ADOPTION,BOXER,MIX,0,8.0,Adopt/Live Exit,Boxer,Not PB,Not PB,Working,Working,With Breed,0,Adolescent (5-12mo)
2013-03-19,A259378,CONFISCATE,DANGER IN,2013-07-25,EUTH,BULLMASTIFF,unknown,11,0.0,Euthanized/Dead,Bullmastiff,Not PB,Not PB,Working,Working,With Breed,128,Senior (8+yr)
2013-05-15,A264452,CONFISCATE,DANGER IN,2013-06-21,RTO,BULLMASTIFF,MIX,2,0.0,Adopt/Live Exit,Bullmastiff,Not PB,Not PB,Working,Working,With Breed,37,Adult (1-7yr)
2013-11-20,A280116,STRAY,FIELD,2013-12-20,LOST EXP,BULLMASTIFF,PIT BULL,0,0.0,Lost/Found/Missing,Bullmastiff,Not PB,Not PB,Working,Working,With Breed,30,Puppy (0-4mo)
