intake_type,intake_subtype,secondary_breed,Breed,AKC_Extended,KennelCardBreed,LOS,AgeGroup,age
STRAY,OTC,unknown,Lhasa Apso,Non-sporting,With Breed,4,Adult (1-7yr),1.9129311827723892
STRAY,FIELD,unknown,Yorkshire Terrier,Toy,Without Breed,30,Puppy (0-4mo),0.0
STRAY,FIELD,JACK RUSS TER,Chihuahua,Toy,Without Breed,20,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,6,Adolescent (5-12mo),0.7368062997280774
OWNER SURR,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,20,Puppy (0-4mo),0.6694329500821695
OWNER SURR,FIELD,MIX,Golden Retriever,Sporting,With Breed,5,Adult (1-7yr),1.9129311827723892
STRAY,FIELD,MIX,Labrador Retreiver,Sporting,Without Breed,0,Adolescent (5-12mo),1.0
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,4,Adult (1-7yr),1.259921049894873
OWNER SURR,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,5,Puppy (0-4mo),0.5848035476425733
STRAY,OTC,unknown,Chihuahua,Toy,With Breed,13,Adult (1-7yr),1.259921049894873
STRAY,OTC,MIX,Chow Chow,Non-sporting,With Breed,20,Senior (8+yr),2.0
STRAY,FIELD,LHASA APSO,Shih Tzu,Toy,Without Breed,1,Senior (8+yr),2.2894284851066637
STRAY,FIELD,BEAGLE,Pug,Toy,Without Breed,10,Adult (1-7yr),1.259921049894873
STRAY,OTC,MIX,Catahoula Leopard Dog,Hound,With Breed,13,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,Labrador Retreiver,Sporting,Without Breed,30,Puppy (0-4mo),0.0
STRAY,FIELD,MIX,Boxer,Working,Without Breed,27,Adult (1-7yr),1.4422495703074083
OWNER SURR,OTC,unknown,Shih Tzu,Toy,Without Breed,5,Adult (1-7yr),1.4422495703074083
OWNER SURR,OTC,unknown,Pekingese,Toy,Without Breed,3,Senior (8+yr),2.080083823051904
CONFISCATE,POLICE,MIX,Rhodesian Ridgeback,Hound,With Breed,15,Adult (1-7yr),1.259921049894873
STRAY,OTC,unknown,Chihuahua,Toy,Without Breed,4,Adult (1-7yr),1.8171205928321394
STRAY,OTC,LABRADOR RETR,American Staffordshire Terrier,Pit Bull Types,Without Breed,8,Adolescent (5-12mo),1.0
EUTH REQ,OTC OWNED,unknown,Labrador Retreiver,Sporting,Without Breed,0,Senior (8+yr),2.2894284851066637
CONFISCATE,EVICTION,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,16,Puppy (0-4mo),0.464158883361278
STRAY,FIELD,LABRADOR RETR,Mastiff,Working,With Breed,5,Adolescent (5-12mo),0.8434326653017492
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,9,Adolescent (5-12mo),1.0
STRAY,OTC,unknown,Labrador Retreiver,Sporting,Without Breed,4,Adolescent (5-12mo),1.0
STRAY,OTC,MIX,Border Collie,Herding,Without Breed,13,Puppy (0-4mo),0.6694329500821695
STRAY,OTC,MIX,Boxer,Working,Without Breed,1,Adolescent (5-12mo),0.7937005259840997
OWNER SURR,FIELD,unknown,Chinese Shar-Pei,Non-sporting,Without Breed,4,Adolescent (5-12mo),1.0
STRAY,OTC,unknown,Cocker Spaniel,Sporting,With Breed,2,Puppy (0-4mo),0.6694329500821695
OWNER SURR,FIELD,MIX,Chihuahua,Toy,With Breed,0,Adolescent (5-12mo),1.0
CONFISCATE,BITE,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,6,Adult (1-7yr),1.259921049894873
STRAY,OTC,unknown,Russell Terrier (Jack Russell),Other Terriers,With Breed,0,Senior (8+yr),2.080083823051904
OWNER SURR,OTC,MIX,Labrador Retreiver,Sporting,With Breed,16,Adult (1-7yr),1.4422495703074083
RETURN,OTC,POODLE MIN,Pomeranian,Toy,With Breed,1,Adolescent (5-12mo),0.8434326653017492
STRAY,FIELD,unknown,Yorkshire Terrier,Toy,With Breed,31,Puppy (0-4mo),0.0
OWNER SURR,OTC,MIX,Labrador Retreiver,Sporting,Without Breed,5,Adult (1-7yr),1.1447142425533319
STRAY,FIELD,MIN PINSCHER,Chihuahua,Toy,With Breed,30,Puppy (0-4mo),0.0
EUTH REQ,OTC OWNED,unknown,Shetland Sheepdog,Herding,Without Breed,0,Senior (8+yr),2.3513346877207573
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,17,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,7,Adolescent (5-12mo),0.928317766722556
STRAY,FIELD,MIX,Otterhound,Hound,Without Breed,7,Adolescent (5-12mo),0.9654893846056298
STRAY,FIELD,unknown,Doberman Pinscher,Working,With Breed,0,Adult (1-7yr),1.9129311827723892
OWNER SURR,OTC,unknown,Miniature Schnauzer,Other Terriers,Without Breed,5,Senior (8+yr),2.2894284851066637
OWNER SURR,FIELD,MIX,Vizsla,Sporting,With Breed,9,Adolescent (5-12mo),0.8434326653017492
STRAY,FIELD,MIX,Rottweiler,Working,With Breed,9,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,14,Puppy (0-4mo),0.6694329500821695
CONFISCATE,CRUELTY,unknown,Chihuahua,Toy,With Breed,16,Adult (1-7yr),1.709975946676697
STRAY,FIELD,MIX,Cairn Terrier,Other Terriers,With Breed,5,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,7,Adolescent (5-12mo),1.0
STRAY,FIELD,POODLE MIN,Lhasa Apso,Non-sporting,With Breed,13,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,0,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,Border Collie,Herding,Without Breed,9,Adolescent (5-12mo),0.8434326653017492
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,1,Adult (1-7yr),1.3572088082974534
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,0,Puppy (0-4mo),0.5848035476425733
STRAY,OTC,MIX,Poodle,Non-sporting,With Breed,5,Adolescent (5-12mo),1.0
STRAY,FIELD,DALMATIAN,American Staffordshire Terrier,Pit Bull Types,With Breed,10,Adolescent (5-12mo),0.7937005259840997
OWNER SURR,OTC,MIX,Chihuahua,Toy,Without Breed,5,Adult (1-7yr),1.4422495703074083
STRAY,OTC,MIX,Chihuahua,Toy,Without Breed,3,Adult (1-7yr),1.4422495703074083
STRAY,OTC,MIX,Vizsla,Sporting,With Breed,21,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,Basset Hound,Hound,Without Breed,31,Adult (1-7yr),1.709975946676697
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,2,Adult (1-7yr),1.5874010519681994
FOSTER,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,0,Puppy (0-4mo),0.6694329500821695
DISPO REQ,OTC,unknown,Russell Terrier (Jack Russell),Other Terriers,Without Breed,0,Senior (8+yr),2.2894284851066637
STRAY,FIELD,GERM SHEPHERD,Rhodesian Ridgeback,Hound,Without Breed,5,Adolescent (5-12mo),0.7368062997280774
RETURN,OTC,unknown,Australian Shepherd,Herding,Without Breed,1,Adult (1-7yr),1.4422495703074083
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,19,Adolescent (5-12mo),1.0
OWNER SURR,FIELD,MIX,German Shepherd Dog,Herding,Without Breed,3,Puppy (0-4mo),0.5848035476425733
STRAY,OTC,unknown,Poodle,Non-sporting,Without Breed,4,Adult (1-7yr),1.9129311827723892
OWNER SURR,FIELD,MIX,German Shepherd Dog,Herding,Without Breed,2,Adult (1-7yr),1.3200061217959123
STRAY,FIELD,unknown,German Shepherd Dog,Herding,Without Breed,1,Adult (1-7yr),1.4422495703074083
CONFISCATE,BITE,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,14,Adult (1-7yr),1.709975946676697
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,20,Adolescent (5-12mo),0.7937005259840997
EUTH REQ,OTC OWNED,unknown,Chihuahua,Toy,Without Breed,0,Adult (1-7yr),1.5874010519681994
EUTH REQ,OTC OWNED,GERM SHEPHERD,Siberian Husky,Working,With Breed,0,Senior (8+yr),2.4662120743304703
STRAY,FIELD,unknown,Boston Terrier,Non-sporting,Without Breed,31,Puppy (0-4mo),0.0
STRAY,FIELD,FLAT COAT RET,Border Collie,Herding,Without Breed,5,Adult (1-7yr),1.1934831919273368
STRAY,FIELD,POODLE MIN,Maltese,Toy,With Breed,31,Puppy (0-4mo),0.0
STRAY,FIELD,MIX,Miniature Schnauzer,Other Terriers,With Breed,0,Puppy (0-4mo),0.5848035476425733
STRAY,OTC,MIX,American Foxhound,Hound,With Breed,11,Adolescent (5-12mo),0.7368062997280774
STRAY,FIELD,DACHSHUND MIN,Manchester Terrier (Standard),Other Terriers,With Breed,20,Puppy (0-4mo),0.6694329500821695
STRAY,FIELD,BULLDOG,American Staffordshire Terrier,Pit Bull Types,With Breed,11,Adult (1-7yr),1.259921049894873
STRAY,OTC,DACHSHUND MIN,Chihuahua,Toy,With Breed,5,Adult (1-7yr),1.4422495703074083
EUTH REQ,OTC OWNED,MIX,Chow Chow,Non-sporting,With Breed,0,Senior (8+yr),2.2894284851066637
STRAY,FIELD,MIX,German Shepherd Dog,Herding,Without Breed,31,Puppy (0-4mo),0.0
STRAY,FIELD,LABRADOR RETR,American Staffordshire Terrier,Pit Bull Types,With Breed,31,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,12,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,unknown,Miniature Schnauzer,Other Terriers,Without Breed,31,Puppy (0-4mo),0.0
STRAY,FIELD,MIX,Redbone Coonhound,Hound,With Breed,4,Adolescent (5-12mo),1.0
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,11,Adult (1-7yr),1.1447142425533319
STRAY,OTC,LABRADOR RETR,Basset Hound,Hound,With Breed,7,Puppy (0-4mo),0.5848035476425733
FOSTER,OTC,MIX,Bulldog,Non-sporting,Without Breed,0,Puppy (0-4mo),0.5848035476425733
STRAY,OTC,YORKSHIRE TER,Shih Tzu,Toy,Without Breed,3,Adult (1-7yr),1.709975946676697
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,10,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,German Shepherd Dog,Herding,With Breed,31,Puppy (0-4mo),0.0
CONFISCATE,DANGER IN,MIX,Bullmastiff,Working,With Breed,37,Adult (1-7yr),1.259921049894873
STRAY,FIELD,MIX,Rhodesian Ridgeback,Hound,With Breed,22,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,14,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,Labrador Retreiver,Sporting,With Breed,31,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,11,Adult (1-7yr),1.259921049894873
OWNER SURR,FIELD,MIX,Labrador Retreiver,Sporting,With Breed,0,Adult (1-7yr),1.9129311827723892
OWNER SURR,OTC,unknown,Miniature Schnauzer,Other Terriers,Without Breed,8,Adult (1-7yr),1.9129311827723892
OWNER SURR,OTC,WELSH CORGI P,Chow Chow,Non-sporting,Without Breed,6,Adult (1-7yr),1.709975946676697
STRAY,FIELD,unknown,Cocker Spaniel,Sporting,Without Breed,1,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,LABRADOR RETR,American Staffordshire Terrier,Pit Bull Types,With Breed,30,Puppy (0-4mo),0.0
STRAY,OTC,SHIH TZU,Yorkshire Terrier,Toy,With Breed,8,Adult (1-7yr),1.5874010519681994
OWNER SURR,FIELD,MIX,Chihuahua,Toy,With Breed,7,Adult (1-7yr),1.9129311827723892
EUTH REQ,OTC OWNED,MIX,Poodle,Non-sporting,Without Breed,0,Adolescent (5-12mo),1.0
OWNER SURR,FIELD,GERM SHEPHERD,Chow Chow,Non-sporting,With Breed,10,Senior (8+yr),2.0
STRAY,FIELD,MIX,German Shepherd Dog,Herding,Without Breed,14,Puppy (0-4mo),0.6694329500821695
STRAY,FIELD,BASSET HOUND,Labrador Retreiver,Sporting,Without Breed,30,Puppy (0-4mo),0.0
STRAY,FIELD,CAIRN TERRIER,Shih Tzu,Toy,With Breed,4,Senior (8+yr),2.4662120743304703
STRAY,OTC,unknown,Labrador Retreiver,Sporting,Without Breed,5,Puppy (0-4mo),0.5848035476425733
RETURN,OTC,unknown,Shih Tzu,Toy,Without Breed,0,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,7,Adolescent (5-12mo),0.8434326653017492
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,7,Puppy (0-4mo),0.5848035476425733
STRAY,FIELD,MIX,Pointer,Sporting,With Breed,6,Puppy (0-4mo),0.5848035476425733
FOSTER,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,0,Puppy (0-4mo),0.5848035476425733
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,7,Adolescent (5-12mo),1.0
OWNER SURR,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,17,Adolescent (5-12mo),0.7368062997280774
STRAY,OTC,MIX,Labrador Retreiver,Sporting,Without Breed,13,Adult (1-7yr),1.5874010519681994
OWNER SURR,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,4,Puppy (0-4mo),0.0
OWNER SURR,OTC,unknown,Cane Corso,Working,With Breed,4,Adult (1-7yr),1.5874010519681994
OWNER SURR,OTC,MIX,Catahoula Leopard Dog,Hound,Without Breed,2,Adolescent (5-12mo),0.928317766722556
RETURN,OTC,unknown,Pomeranian,Toy,With Breed,0,Senior (8+yr),2.154434690031884
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,9,Adolescent (5-12mo),1.0
STRAY,OTC,MIX,Chow Chow,Non-sporting,Without Breed,1,Puppy (0-4mo),0.464158883361278
RETURN,OTC,MIX,Brussels Griffon,Toy,With Breed,4,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,2,Adult (1-7yr),1.5874010519681994
CONFISCATE,EVICTION,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,12,Adult (1-7yr),1.5874010519681994
OWNER SURR,OTC,unknown,Chihuahua,Toy,With Breed,7,Adult (1-7yr),1.5874010519681994
STRAY,OTC,LABRADOR RETR,American Staffordshire Terrier,Pit Bull Types,With Breed,10,Adult (1-7yr),1.259921049894873
CONFISCATE,POLICE,MIX,German Shepherd Dog,Herding,Without Breed,13,Puppy (0-4mo),0.464158883361278
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,19,Adult (1-7yr),1.259921049894873
STRAY,OTC,unknown,Labrador Retreiver,Sporting,With Breed,0,Senior (8+yr),2.2239800905693157
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,15,Puppy (0-4mo),0.0
STRAY,FIELD,MIX,Labrador Retreiver,Sporting,Without Breed,6,Adolescent (5-12mo),0.7937005259840997
STRAY,FIELD,unknown,Pug,Toy,Without Breed,28,Puppy (0-4mo),0.0
STRAY,FIELD,MIX,Pointer,Sporting,Without Breed,1,Adult (1-7yr),1.709975946676697
STRAY,OTC,BULLDOG,American Staffordshire Terrier,Pit Bull Types,Without Breed,5,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,MIX,Golden Retriever,Sporting,Without Breed,0,Senior (8+yr),2.2239800905693157
OWNER SURR,OTC,unknown,Chihuahua,Toy,With Breed,4,Senior (8+yr),2.080083823051904
OWNER SURR,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,7,Adult (1-7yr),1.259921049894873
STRAY,FIELD,MIX,Bichon Frise,Non-sporting,Without Breed,8,Senior (8+yr),2.154434690031884
STRAY,FIELD,unknown,Chihuahua,Toy,With Breed,5,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,unknown,Rat Terrier,Other Terriers,Without Breed,31,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,Chihuahua,Toy,With Breed,31,Puppy (0-4mo),0.0
OWNER SURR,OTC,unknown,Rottweiler,Working,With Breed,1,Adult (1-7yr),1.8171205928321394
STRAY,FIELD,PIT BULL,Labrador Retreiver,Sporting,Without Breed,3,Adolescent (5-12mo),0.8434326653017492
STRAY,FIELD,unknown,Chihuahua,Toy,Without Breed,28,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,Rottweiler,Working,With Breed,31,Adolescent (5-12mo),1.0
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo),0.928317766722556
STRAY,FIELD,PIT BULL,Boxer,Working,With Breed,12,Adolescent (5-12mo),0.8434326653017492
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,7,Adult (1-7yr),1.062658569182611
STRAY,OTC,unknown,Wire Fox Terrier,Other Terriers,Without Breed,9,Puppy (0-4mo),0.5848035476425733
OWNER SURR,OTC,MIX,Anatolian Shepherd Dog,Working,Without Breed,3,Adult (1-7yr),1.1696070952851465
STRAY,OTC,unknown,Lhasa Apso,Non-sporting,Without Breed,6,Adolescent (5-12mo),1.0
STRAY,FIELD,PIT BULL,Boxer,Working,With Breed,13,Adolescent (5-12mo),0.928317766722556
STRAY,FIELD,MIX,Labrador Retreiver,Sporting,With Breed,7,Adolescent (5-12mo),0.928317766722556
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,31,Puppy (0-4mo),0.0
OWNER SURR,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,23,Adult (1-7yr),1.5874010519681994
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,11,Adolescent (5-12mo),1.0
CONFISCATE,BITE,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo),1.0
FOSTER,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,15,Adolescent (5-12mo),1.0
OWNER SURR,FIELD,MIX,Russell Terrier (Jack Russell),Other Terriers,Without Breed,7,Adolescent (5-12mo),0.7937005259840997
STRAY,FIELD,MIX,Shih Tzu,Toy,Without Breed,8,Adult (1-7yr),1.5874010519681994
EUTH REQ,OTC OWNED,unknown,Papillon,Toy,Without Breed,0,Senior (8+yr),2.3513346877207573
STRAY,FIELD,unknown,Shih Tzu,Toy,With Breed,1,Adult (1-7yr),1.259921049894873
STRAY,OTC,unknown,Labrador Retreiver,Sporting,With Breed,7,Puppy (0-4mo),0.5848035476425733
OWNER SURR,OTC,MIX,Labrador Retreiver,Sporting,With Breed,1,Adolescent (5-12mo),0.928317766722556
STRAY,FIELD,PIT BULL,Labrador Retreiver,Sporting,With Breed,12,Adolescent (5-12mo),0.928317766722556
OWNER SURR,OTC,unknown,Chihuahua,Toy,With Breed,10,Senior (8+yr),2.154434690031884
STRAY,OTC,LABRADOR RETR,Vizsla,Sporting,With Breed,13,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,Shih Tzu,Toy,Without Breed,30,Puppy (0-4mo),0.0
STRAY,OTC,YORKSHIRE TER,Miniature Schnauzer,Other Terriers,Without Breed,7,Puppy (0-4mo),0.0
EUTH REQ,OTC OWNED,unknown,Chinese Shar-Pei,Non-sporting,With Breed,0,Senior (8+yr),2.2239800905693157
OWNER SURR,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,16,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,Chihuahua,Toy,Without Breed,7,Adult (1-7yr),1.259921049894873
STRAY,OTC,MIX,Basset Hound,Hound,Without Breed,10,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,Chihuahua,Toy,Without Breed,31,Puppy (0-4mo),0.0
CONFISCATE,CRUELTY,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,15,Adult (1-7yr),1.259921049894873
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,8,Puppy (0-4mo),0.5848035476425733
STRAY,OTC,MIX,Labrador Retreiver,Sporting,Without Breed,20,Adult (1-7yr),1.709975946676697
OWNER SURR,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,8,Adult (1-7yr),1.259921049894873
EUTH REQ,OTC OWNED,MIX,Labrador Retreiver,Sporting,With Breed,0,Senior (8+yr),2.519842099789746
STRAY,OTC,MIX,Catahoula Leopard Dog,Hound,Without Breed,1,Senior (8+yr),2.2239800905693157
OWNER SURR,FIELD,BLUETICK HOUN,Labrador Retreiver,Sporting,Without Breed,0,Senior (8+yr),2.4662120743304703
STRAY,OTC,unknown,Chihuahua,Toy,With Breed,5,Adolescent (5-12mo),1.0
CONFISCATE,CRUELTY,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo),0.7937005259840997
STRAY,OTC,SCHNAUZER MIN,Cairn Terrier,Other Terriers,Without Breed,9,Adolescent (5-12mo),0.8434326653017492
STRAY,OTC,unknown,Dachshund,Hound,With Breed,7,Adolescent (5-12mo),1.0
STRAY,OTC,MIX,Australian Cattle Dog,Herding,With Breed,9,Adult (1-7yr),1.259921049894873
EUTH REQ,OTC OWNED,unknown,Russell Terrier (Jack Russell),Other Terriers,Without Breed,4,Adolescent (5-12mo),1.0
STRAY,FIELD,MIX,Australian Shepherd,Herding,Without Breed,30,Puppy (0-4mo),0.0
EUTH REQ,OTC OWNED,LABRADOR RETR,American Staffordshire Terrier,Pit Bull Types,With Breed,0,Adult (1-7yr),1.4422495703074083
STRAY,OTC,LABRADOR RETR,American Staffordshire Terrier,Pit Bull Types,Without Breed,25,Adult (1-7yr),1.259921049894873
EUTH REQ,OTC OWNED,MIX,German Shorthaired Pointer,Sporting,Without Breed,0,Senior (8+yr),2.2894284851066637
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,8,Adult (1-7yr),1.259921049894873
STRAY,FIELD,MIX,Vizsla,Sporting,With Breed,12,Adolescent (5-12mo),0.7937005259840997
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,1,Adolescent (5-12mo),1.0
EUTH REQ,OTC OWNED,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,0,Senior (8+yr),2.4101422641752297
RETURN,OTC,AM PIT BULL T,Weimaraner,Sporting,Without Breed,0,Adolescent (5-12mo),0.7937005259840997
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,3,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,MIX,Labrador Retreiver,Sporting,With Breed,4,Adolescent (5-12mo),1.0
STRAY,OTC,MIX,Golden Retriever,Sporting,Without Breed,10,Adult (1-7yr),1.259921049894873
OWNER SURR,FIELD,MIX,Beagle,Hound,Without Breed,9,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,Siberian Husky,Working,Without Breed,30,Adult (1-7yr),1.709975946676697
DISPO REQ,OTC,CHOW CHOW,Golden Retriever,Sporting,Without Breed,0,Senior (8+yr),2.154434690031884
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,0,Senior (8+yr),2.154434690031884
OWNER SURR,OTC,unknown,Shih Tzu,Toy,With Breed,6,Adult (1-7yr),1.1186889420813966
STRAY,FIELD,unknown,Labrador Retreiver,Sporting,With Breed,31,Puppy (0-4mo),0.0
STRAY,OTC,unknown,Norwich Terrier,Other Terriers,Without Breed,21,Adult (1-7yr),1.259921049894873
EUTH REQ,OTC OWNED,unknown,Boxer,Working,Without Breed,0,Senior (8+yr),2.0
RETURN,OTC,GERM SHEPHERD,Collie,Herding,Without Breed,1,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,Yorkshire Terrier,Toy,Without Breed,30,Puppy (0-4mo),0.0
OWNER SURR,OTC,MIX,German Shepherd Dog,Herding,Without Breed,13,Adult (1-7yr),1.4422495703074083
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,4,Puppy (0-4mo),0.0
STRAY,FIELD,MIX,Field Spaniel,Sporting,Without Breed,30,Puppy (0-4mo),0.0
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,7,Adolescent (5-12mo),1.0
OWNER SURR,OTC,MIX,Chinese Shar-Pei,Non-sporting,Without Breed,10,Puppy (0-4mo),0.5848035476425733
OWNER SURR,OTC,POODLE TOY,Shih Tzu,Toy,With Breed,6,Adolescent (5-12mo),0.8434326653017492
STRAY,OTC,MIX,Pointer,Sporting,Without Breed,9,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,0,Adolescent (5-12mo),0.8879040017426006
STRAY,OTC,MIX,Chihuahua,Toy,Without Breed,7,Adolescent (5-12mo),1.0
STRAY,OTC,MIX,Norwich Terrier,Other Terriers,Without Breed,9,Adult (1-7yr),1.9129311827723892
STRAY,FIELD,MIX,Cairn Terrier,Other Terriers,Without Breed,8,Adult (1-7yr),1.259921049894873
STRAY,FIELD,MIX,Dalmatian,Non-sporting,Without Breed,6,Puppy (0-4mo),0.0
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,4,Adult (1-7yr),1.1186889420813966
STRAY,FIELD,MIX,Chow Chow,Non-sporting,Without Breed,9,Puppy (0-4mo),0.464158883361278
STRAY,FIELD,unknown,Pomeranian,Toy,With Breed,0,Puppy (0-4mo),0.0
STRAY,FIELD,MIX,Basset Hound,Hound,Without Breed,31,Puppy (0-4mo),0.0
STRAY,FIELD,DALMATIAN,Labrador Retreiver,Sporting,With Breed,17,Adolescent (5-12mo),1.0
RETURN,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,2,Adolescent (5-12mo),0.928317766722556
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,7,Adolescent (5-12mo),0.7937005259840997
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,2,Puppy (0-4mo),0.6694329500821695
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,0,Puppy (0-4mo),0.5848035476425733
